sex,race,base,target,pred,split
0,0,1,1,0.98566717,1
0,0,1,1,0.9590202,2
0,0,0,0,0.04582947,1
0,0,0,0,0.02100288,1
0,0,1,1,0.6336344,0
0,0,0,0,0.19050969,1
0,0,0,0,0.14029814,1
0,0,0,0,0.20442018,1
0,0,0,0,0.05093155,1
0,0,1,1,0.95577645,0
0,0,0,0,0.016475575,1
0,0,0,0,0.026105467,1
0,0,1,1,0.9824751,2
0,0,0,0,0.022997301,1
0,0,0,0,0.562635,2
0,0,0,0,0.5430559,2
0,0,0,0,0.06583941,1
0,0,0,0,0.06155614,1
0,0,0,0,0.32684416,1
0,0,0,0,0.10255867,1
0,0,0,0,0.03675373,1
0,0,0,0,0.003599999,1
0,0,0,0,0.06092092,0
0,0,1,1,0.98617715,2
0,0,0,0,0.08063032,1
0,0,0,0,0.16503347,1
0,0,1,1,0.6497244,1
0,0,0,0,0.0067445613,1
0,0,0,0,0.042039003,1
0,0,1,1,0.8997058,0
0,0,0,0,0.021691194,0
0,0,0,1,0.55835074,2
0,0,0,0,0.071599916,0
0,0,0,0,0.009688976,2
0,0,1,1,0.9913803,2
0,0,0,0,0.04239927,1
0,0,1,1,0.059910137,0
0,0,0,0,0.07858109,0
0,0,0,0,0.1305638,0
0,0,0,0,0.016773816,2
0,0,0,0,0.0032974898,1
0,0,0,0,0.15722103,1
0,0,0,1,0.85402375,2
0,0,0,0,0.016265225,1
0,0,0,0,0.011964423,2
0,0,1,1,0.98177606,2
0,0,0,0,0.040091883,1
0,0,1,0,0.6641786,1
0,0,0,0,0.060895015,1
0,0,1,1,0.3168279,2
0,0,0,0,0.028567377,1
0,0,0,0,0.010143388,1
0,0,1,0,0.74940926,1
0,0,0,0,0.022276847,0
0,0,0,0,0.010981151,1
0,0,1,1,0.9447129,1
0,0,1,1,0.95938355,1
0,0,1,1,0.58255285,0
0,0,0,0,0.040842652,1
0,0,0,0,0.09041173,1
0,0,1,1,0.9406302,1
0,0,0,0,0.038443007,2
0,0,0,0,0.025022848,1
0,0,0,0,0.1292702,1
0,0,0,0,0.2958901,2
0,0,0,0,0.09830601,2
0,0,0,0,0.047106188,0
0,0,1,1,0.9764385,1
0,0,0,0,0.05453192,1
0,0,0,0,0.022018624,1
0,0,0,0,0.026541991,2
0,0,1,1,0.60487527,1
0,0,0,0,0.038964394,2
0,0,0,0,0.011557485,1
0,0,0,0,0.027897883,1
0,0,1,1,0.7322258,1
0,0,0,0,0.05235956,1
0,0,0,0,0.035033286,1
0,0,1,1,0.97989035,1
0,0,0,0,0.0129169645,1
0,0,0,0,0.029464016,1
0,0,1,0,0.39041588,1
0,0,0,0,0.0436108,1
0,0,1,0,0.5365541,1
0,0,0,0,0.100996844,1
0,0,0,0,0.03778312,2
0,0,0,0,0.023807332,1
0,0,0,0,0.03812402,0
0,0,0,0,0.050755423,2
0,0,1,1,0.9687367,1
0,0,1,0,0.76353157,1
0,0,0,0,0.12682961,1
0,0,0,0,0.10574559,1
0,0,0,1,0.1831581,1
0,0,0,0,0.04140312,1
0,0,0,0,0.07026374,2
0,0,0,0,0.062401675,1
0,0,0,0,0.029297724,1
0,0,0,0,0.5969829,0
0,0,1,1,0.7252529,1
0,0,1,1,0.98409927,1
0,0,0,0,0.03103613,1
0,0,0,0,0.020831374,1
0,0,1,1,0.86749053,1
0,0,1,1,0.5297441,0
0,0,0,0,0.11836058,1
0,0,0,0,0.049249724,1
0,0,0,0,0.01910719,1
0,0,0,0,0.03623443,1
0,0,0,0,0.013763308,1
0,0,0,0,0.06782346,1
0,0,1,1,0.9354166,1
0,0,1,1,0.88473856,1
0,0,0,0,0.04322803,0
0,0,0,0,0.063683316,1
0,0,0,0,0.09259517,1
0,0,0,0,0.037615772,1
0,0,1,1,0.61885107,0
0,0,0,0,0.05591022,2
0,0,0,0,0.21666332,1
0,0,0,0,0.010879885,1
0,0,0,0,0.04783033,1
0,0,1,0,0.24047801,0
0,0,1,1,0.9954476,1
0,0,0,0,0.14389947,0
0,0,0,0,0.05775712,2
0,0,0,0,0.11311504,1
0,0,0,1,0.11422123,1
0,0,0,0,0.09828804,1
0,0,1,0,0.5043972,1
0,0,0,0,0.09356533,2
0,0,1,1,0.9883123,1
0,0,0,0,0.064234376,1
0,0,0,0,0.013308557,1
0,0,1,1,0.9819921,0
0,0,1,0,0.10010628,0
0,0,0,0,0.010868386,1
0,0,0,0,0.19526988,2
0,0,0,0,0.11909872,2
0,0,0,0,0.18229273,1
0,0,0,0,0.29520822,0
0,0,0,0,0.01104992,1
0,0,0,0,0.009979433,2
0,0,0,0,0.09067292,0
0,0,0,0,0.057426397,2
0,0,1,1,0.9536738,1
0,0,0,0,0.030325374,1
0,0,0,0,0.087819904,1
0,0,1,1,0.61747426,0
0,0,1,0,0.2221801,0
