sex,race,base,target,pred,split
0,0,0,1,0.72011375,1
0,0,0,1,0.5901365,2
0,0,0,0,0.07454623,1
0,0,0,0,0.040372394,1
0,0,0,1,0.26846305,0
0,0,0,0,0.07331742,1
0,0,0,0,0.09922647,1
0,0,0,0,0.12552391,1
0,0,0,0,0.027268603,1
0,0,0,1,0.7113446,0
0,0,0,0,0.012270263,1
0,0,0,0,0.01779182,1
0,0,1,1,0.68477494,2
0,0,0,0,0.006591894,1
0,0,0,0,0.2601252,2
0,0,0,0,0.31750152,2
0,0,0,0,0.08759994,1
0,0,0,0,0.088397786,1
0,0,0,0,0.45592114,1
0,0,0,0,0.06751492,1
0,0,0,0,0.011789415,1
0,0,0,0,0.00041372902,1
0,0,0,0,0.05915578,0
0,0,0,1,0.88493925,2
0,0,0,0,0.016486097,1
0,0,0,0,0.10610453,1
0,0,0,1,0.070816316,1
0,0,0,0,0.0069461404,1
0,0,0,0,0.11881997,1
0,0,1,1,0.14853849,0
0,0,0,0,0.02649773,0
0,0,0,0,0.28178275,2
0,0,0,0,0.008659048,0
0,0,0,0,0.0031603351,2
0,0,1,1,0.87172973,2
0,0,0,0,0.04019724,1
0,0,0,1,0.052153934,0
0,0,0,0,0.024815332,0
0,0,0,0,0.041989226,0
0,0,0,0,0.032012884,2
0,0,0,0,0.00059846055,1
0,0,0,0,0.03982301,1
0,0,0,0,0.11803578,2
0,0,0,0,0.0051909243,1
0,0,0,0,0.008203972,2
0,0,1,1,0.84843314,2
0,0,0,0,0.06288408,1
0,0,0,1,0.08411357,1
0,0,0,0,0.03484354,1
0,0,0,1,0.13503405,2
0,0,0,0,0.0036517077,1
0,0,0,0,0.0005323922,1
0,0,0,1,0.00088351464,1
0,0,0,0,0.013366298,0
0,0,0,0,0.00072965835,1
0,0,0,1,0.619745,1
0,0,0,1,0.6192838,1
0,0,0,1,0.26604807,0
0,0,0,0,0.011459011,1
0,0,0,0,0.039385166,1
0,0,1,1,0.3102663,1
0,0,0,0,0.002793112,2
0,0,0,0,0.055392943,1
0,0,0,0,0.03652133,1
0,0,0,0,0.059725344,2
0,0,0,0,0.08638783,2
0,0,0,0,0.009532375,0
0,0,0,1,0.667234,1
0,0,0,0,0.023741454,1
0,0,0,0,0.012665385,1
0,0,0,0,0.042968325,2
0,0,0,1,0.17126505,1
0,0,0,0,0.011378056,2
0,0,0,0,0.006327063,1
0,0,0,0,0.009821339,1
0,0,0,1,0.14644471,1
0,0,0,0,0.0051707523,1
0,0,0,0,0.017279144,1
0,0,0,1,0.5590503,1
0,0,0,0,0.01200053,1
0,0,0,0,0.00884126,1
0,0,0,1,0.0208728,1
0,0,0,0,0.020351538,1
0,0,0,1,0.011609568,1
0,0,0,0,0.0355673,1
0,0,0,0,0.001994889,2
0,0,0,0,0.00084942934,1
0,0,0,0,0.010708993,0
0,0,0,0,0.02870117,2
0,0,0,1,0.4672654,1
0,0,0,1,0.032652657,1
0,0,0,0,0.10431661,1
0,0,0,0,0.14539629,1
0,0,0,0,0.10267293,1
0,0,0,0,0.0032471549,1
0,0,0,0,0.012030747,2
0,0,0,0,0.0719812,1
0,0,0,0,0.037945814,1
0,0,0,0,0.19388917,0
0,0,0,1,0.029611165,1
0,0,1,1,0.73241556,1
0,0,0,0,0.0077842255,1
0,0,0,0,0.010496834,1
0,0,0,1,0.359419,1
0,0,0,1,0.17317925,0
0,0,0,0,0.020728203,1
0,0,0,0,0.008829542,1
0,0,0,0,0.0023948709,1
0,0,0,0,0.019428415,1
0,0,0,0,0.0075642504,1
0,0,0,0,0.016606396,1
0,0,1,1,0.61399347,1
0,0,0,1,0.2799645,1
0,0,0,0,0.07729847,0
0,0,0,0,0.044134554,1
0,0,0,0,0.06960618,1
0,0,0,0,0.013766448,1
0,0,1,1,0.32228434,0
0,0,0,0,0.01875396,2
0,0,0,0,0.0928533,1
0,0,0,0,0.0009684943,1
0,0,0,0,0.03805676,1
0,0,0,1,0.024409398,0
0,0,1,1,0.915568,1
0,0,0,0,0.025529383,0
0,0,0,0,0.0036336398,2
0,0,0,0,0.020408655,1
0,0,0,0,0.122236215,1
0,0,0,0,0.018939346,1
0,0,0,1,0.005801399,1
0,0,0,0,0.021098068,2
0,0,1,1,0.59731203,1
0,0,0,0,0.008530236,1
0,0,0,0,0.0032333774,1
0,0,0,1,0.5832963,0
0,0,0,1,0.011890392,0
0,0,0,0,0.0192255,1
0,0,0,0,0.03685324,2
0,0,0,0,0.010365447,2
0,0,0,0,0.04140352,1
0,0,0,0,0.13371979,0
0,0,0,0,0.019253595,1
0,0,0,0,0.0035224357,2
0,0,0,0,0.023324722,0
0,0,0,0,0.024708547,2
0,0,1,1,0.5455743,1
0,0,0,0,0.047345724,1
0,0,0,0,0.090878814,1
0,0,0,1,0.13866855,0
0,0,0,1,0.05553793,0
0,0,0,0,0.039201446,1
0,0,0,0,0.029820936,1
0,0,0,0,0.0066715633,0
0,0,0,1,0.012862513,1
0,0,0,0,0.07104342,2
0,0,0,0,0.005685421,1
0,0,0,1,0.62399757,2
0,0,0,0,0.03784708,1
0,0,0,0,0.007888057,2
0,0,1,1,0.6548654,2
0,0,0,1,0.050800346,1
0,0,0,1,0.17976718,2
