sex,race,base,target,pred,split
0,0,1,1,1.0,1
0,0,1,1,0.99999976,2
0,0,0,0,1.6870941e-09,1
0,0,0,0,4.642922e-07,1
0,0,1,0,0.99996495,1
0,0,0,0,1.222009e-05,1
0,0,0,0,1.4561214e-05,1
0,0,0,0,0.7841104,0
0,0,0,1,1.740756e-07,0
0,0,1,1,1.0,0
0,0,0,0,2.9797174e-13,2
0,0,0,0,1.1289968e-07,2
0,0,1,1,1.0,1
0,0,0,0,1.1909331e-09,0
0,0,0,0,0.0002301876,1
0,0,0,0,1.0370936e-05,1
0,0,0,0,1.0441445e-07,1
0,0,0,0,2.1751408e-05,1
0,0,0,0,0.00059301115,1
0,0,0,1,0.16968,2
0,0,0,0,1.2807828e-10,1
0,0,0,0,2.0847534e-13,0
0,0,0,0,5.9811455e-08,0
0,0,1,1,1.0,1
0,0,0,0,7.539041e-09,2
0,0,0,1,0.2299528,2
0,0,1,0,0.5572771,2
0,0,0,0,2.2433895e-10,0
0,0,0,1,1.4356221e-09,1
0,0,1,1,0.99999964,2
0,0,0,0,5.5314754e-08,1
0,0,0,1,0.20380217,2
0,0,0,0,1.3647379e-08,1
0,0,0,0,1.3693797e-11,1
0,0,1,0,1.0,1
0,0,0,1,5.844609e-08,2
0,0,1,1,4.4083703e-07,2
0,0,0,0,2.6784392e-07,1
0,0,0,0,7.546508e-09,1
0,0,0,0,3.8165506e-09,0
0,0,0,0,2.2155251e-13,2
0,0,0,0,6.595267e-08,1
0,0,0,0,0.99997115,0
0,0,0,0,9.1050396e-11,0
0,0,0,0,1.4261999e-10,1
0,0,1,1,1.0,0
0,0,0,0,4.266866e-05,2
0,0,1,1,0.99340457,2
0,0,0,0,8.042357e-08,1
0,0,1,1,0.9999999,1
0,0,0,0,1.6887134e-09,1
0,0,0,0,5.480834e-12,0
0,0,1,0,0.12749131,2
0,0,0,0,5.708601e-11,2
0,0,0,0,8.874369e-10,1
0,0,1,1,1.0,1
0,0,1,1,1.0,1
0,0,1,1,0.99998605,1
0,0,0,0,5.3202126e-07,2
0,0,0,0,2.2778654e-06,1
0,0,1,1,0.99999964,1
0,0,0,0,2.4474611e-09,0
0,0,0,0,8.6630125e-09,1
0,0,0,1,1.7271879e-07,1
0,0,0,0,2.4700566e-05,1
0,0,0,0,1.589147e-08,1
0,0,0,0,6.698856e-09,0
0,0,1,0,1.0,1
0,0,0,0,1.1732307e-08,1
0,0,0,0,4.989619e-10,2
0,0,0,0,3.0263758e-09,0
0,0,1,0,0.9999994,1
0,0,0,0,6.079099e-09,1
0,0,0,0,2.0144673e-09,1
0,0,0,0,2.041087e-10,1
0,0,1,1,0.99999785,1
0,0,0,0,2.0522146e-08,0
0,0,0,0,5.4572336e-10,2
0,0,1,1,0.99999976,2
