sex,race,base,target,pred,split
0,0,0,1,0.560656,1
0,0,0,1,0.33463645,0
0,0,0,0,0.040756717,2
0,0,0,0,0.013640607,2
0,0,0,0,0.19216654,0
0,0,0,0,0.067789376,0
0,0,0,0,0.03680924,0
0,0,0,0,0.20413643,1
0,0,0,1,0.015182924,2
0,0,0,1,0.6644063,0
0,0,0,0,0.0036033446,1
0,0,0,0,0.016097587,1
0,0,1,1,0.6905745,1
0,0,0,0,0.015507389,1
0,0,0,0,0.15994602,1
0,0,0,0,0.066314384,2
0,0,0,0,0.07035666,0
0,0,0,0,0.09109175,1
0,0,0,0,0.44200474,1
0,0,0,1,0.15886231,0
0,0,0,0,0.0090292,1
0,0,0,0,0.0006252493,1
0,0,0,0,0.048071768,1
0,0,0,1,0.8925402,2
0,0,0,0,0.018334273,1
0,0,0,1,0.060396124,2
0,0,0,0,0.010799456,1
0,0,0,0,0.004951943,0
0,0,0,1,0.025845384,1
0,0,1,1,0.42007896,1
0,0,0,0,0.02450179,1
0,0,0,1,0.13769382,1
0,0,0,0,0.008206836,1
0,0,0,0,0.002807506,1
0,0,1,0,0.7882143,1
0,0,0,1,0.035967477,1
0,0,0,1,0.051354468,1
0,0,0,0,0.0061012018,2
0,0,0,0,0.010818194,1
0,0,0,0,0.020682398,1
0,0,0,0,0.0007532663,1
0,0,0,0,0.028181482,0
0,0,0,0,0.052996274,1
0,0,0,0,0.002565035,1
0,0,0,0,0.0040860027,1
0,0,1,1,0.7482287,1
0,0,0,0,0.03756272,1
0,0,0,1,0.17788315,1
0,0,0,0,0.013742994,0
0,0,0,1,0.022613449,1
0,0,0,0,0.0020168195,2
0,0,0,0,0.0014429038,1
0,0,0,0,0.00137844,0
0,0,0,0,0.008569213,1
0,0,0,0,0.00085135625,2
0,0,0,1,0.54219407,1
0,0,0,1,0.5930409,1
0,0,0,1,0.1523785,0
0,0,0,0,0.02140798,2
0,0,0,0,0.031203311,1
0,0,1,1,0.31874803,2
0,0,0,0,0.0015684719,1
0,0,0,0,0.010213565,2
0,0,0,1,0.012322037,1
0,0,0,0,0.03026777,1
0,0,0,0,0.053407427,0
0,0,0,0,0.019625837,1
0,0,0,0,0.46600458,1
0,0,0,0,0.008140714,1
0,0,0,0,0.022011941,0
0,0,0,0,0.0043455577,1
0,0,0,0,0.1886947,1
0,0,0,0,0.024335342,2
0,0,0,0,0.0069407546,1
0,0,0,0,0.006238657,2
0,0,0,1,0.07285581,1
0,0,0,0,0.0055111973,1
0,0,0,0,0.0066643744,1
0,0,0,1,0.5726904,1
0,0,0,0,0.02513174,1
0,0,0,0,0.002500739,1
0,0,0,0,0.0047678626,0
0,0,0,0,0.014471138,1
0,0,0,1,0.016984873,1
0,0,0,0,0.025171869,1
0,0,0,0,0.0034607188,1
0,0,0,0,0.0014634556,1
0,0,0,0,0.0102644395,1
0,0,0,0,0.015082846,1
0,0,0,1,0.36244965,1
0,0,0,0,0.038807295,2
0,0,0,0,0.1065605,1
0,0,0,0,0.11487185,1
0,0,0,0,0.18736328,2
0,0,0,0,0.0039327242,1
0,0,0,0,0.012005602,1
0,0,0,0,0.18362959,2
0,0,0,0,0.020122966,1
0,0,0,1,0.03689559,0
0,0,0,1,0.010589296,1
0,0,1,1,0.62564063,1
0,0,0,0,0.0015379507,0
0,0,0,0,0.0039033953,0
0,0,0,0,0.31740108,0
0,0,0,1,0.04860622,1
0,0,0,0,0.014709335,0
0,0,0,0,0.02764299,0
0,0,0,0,0.005245899,1
0,0,0,0,0.003954357,2
0,0,0,0,0.0040146224,1
0,0,0,0,0.020959152,0
0,0,1,0,0.4179182,0
0,0,0,0,0.19040422,1
0,0,0,0,0.05059384,1
0,0,0,1,0.037714954,2
0,0,0,0,0.017344706,1
0,0,0,0,0.006907946,1
0,0,1,0,0.18210718,2
0,0,0,0,0.016376574,1
0,0,0,0,0.04036163,1
0,0,0,0,0.00048478463,1
0,0,0,1,0.013786714,0
0,0,0,0,0.008767254,1
0,0,1,1,0.8628651,2
0,0,0,0,0.017905854,1
0,0,0,0,0.0015344344,1
0,0,0,0,0.057851262,0
0,0,0,0,0.0945826,1
0,0,0,0,0.024353666,0
0,0,0,1,0.008286127,1
0,0,0,0,0.006755143,1
0,0,1,1,0.53635484,1
0,0,0,1,0.013801926,1
0,0,0,0,0.0022682662,0
0,0,0,1,0.6023865,0
0,0,0,1,0.0043359646,1
0,0,0,0,0.019575868,2
0,0,0,0,0.08275625,1
0,0,0,0,0.017962541,2
0,0,0,1,0.016135914,1
0,0,0,0,0.1822347,0
0,0,0,0,0.033068836,0
0,0,0,0,0.0021431248,2
0,0,0,0,0.0062414906,1
0,0,0,0,0.013927458,0
0,0,1,1,0.48273107,1
0,0,0,0,0.015149827,2
0,0,0,1,0.032055058,1
0,0,0,1,0.12810282,1
0,0,0,1,0.03429033,2
0,0,0,0,0.018202666,1
0,0,0,0,0.0753818,2
0,0,0,0,0.0015797241,1
0,0,0,1,0.01948629,0
0,0,0,0,0.028150912,2
0,0,0,0,0.0044818437,1
0,0,0,1,0.6652114,1
0,0,0,1,0.054195285,1
0,0,0,0,0.00275275,1
0,0,1,1,0.614257,2
0,0,0,1,0.019977637,2
0,0,0,1,0.1404108,1
0,0,0,0,0.03541524,0
0,0,1,1,0.51667446,1
