sex,race,base,target,pred,split
0,0,1,1,1.0,1
0,0,1,1,0.00015499345,0
0,0,0,0,1.4642202e-05,1
0,0,0,0,7.2261514e-08,1
0,0,1,1,1.0,1
0,0,0,0,4.9675845e-07,1
0,0,0,0,0.0021815451,0
0,0,0,0,7.9074546e-08,1
0,0,0,0,0.0002690286,0
0,0,1,1,0.49224037,0
0,0,0,0,0.00012500749,0
0,0,0,0,4.3107806e-18,1
0,0,1,1,1.0,1
0,0,0,0,2.8540693e-08,0
0,0,0,0,9.479882e-08,1
0,0,0,0,5.689408e-06,1
0,0,0,0,3.1860325e-09,0
0,0,0,0,1.7404415e-10,1
0,0,0,0,3.6139685e-09,1
0,0,0,0,8.769671e-07,1
0,0,0,0,1.777728e-08,1
0,0,0,0,1.41058e-13,1
0,0,0,0,9.848829e-05,1
0,0,0,1,0.12635632,0
0,0,0,0,3.6872123e-11,1
0,0,0,0,3.1325718e-13,0
0,0,0,1,3.566806e-09,1
0,0,0,0,2.4255992e-10,1
0,0,0,0,5.880021e-12,0
0,0,1,1,0.99999905,1
0,0,0,0,3.6749155e-09,1
0,0,0,0,1.2782355e-07,1
0,0,0,0,7.9161e-06,1
0,0,0,0,1.5984779e-14,0
0,0,1,1,1.0,1
0,0,0,0,3.671681e-06,1
0,0,0,1,0.0005083869,0
0,0,0,0,9.823199e-10,1
0,0,0,0,1.1679907e-05,1
0,0,0,0,2.5908882e-09,1
0,0,0,0,1.818434e-13,1
0,0,0,0,7.544495e-07,1
0,0,1,0,1.0,1
0,0,0,0,8.242551e-12,0
0,0,0,0,2.787677e-09,0
0,0,1,1,1.0,1
0,0,0,0,5.181525e-07,0
0,0,1,1,0.9999993,1
0,0,0,0,4.110154e-10,1
0,0,0,1,1.8476954e-05,1
0,0,0,0,8.624738e-11,0
0,0,0,0,5.43734e-09,1
0,0,0,1,0.0003690476,1
0,0,0,0,9.594688e-11,0
0,0,0,0,8.357402e-05,0
0,0,1,1,1.0,1
0,0,1,1,1.0,0
0,0,0,1,1.0791375e-08,1
0,0,0,0,3.5275784e-06,1
0,0,0,0,4.169778e-05,1
0,0,1,1,1.0,1
0,0,0,0,2.0990096e-07,1
0,0,0,0,3.5155687e-09,1
0,0,1,0,0.99999964,1
0,0,0,0,5.790008e-05,0
0,0,0,0,1.2088215e-11,1
0,0,0,0,3.688052e-07,1
0,0,0,1,5.306749e-07,1
0,0,0,0,1.2183076e-05,1
0,0,0,0,1.1435031e-05,1
0,0,0,0,1.446456e-14,0
0,0,1,1,1.0,1
0,0,0,0,2.2260258e-09,0
0,0,0,0,1.7693767e-11,1
0,0,0,0,4.4198457e-19,1
0,0,1,1,0.9999999,1
0,0,0,0,5.2651245e-07,1
0,0,0,0,1.1837031e-05,1
0,0,0,1,0.9912826,0
0,0,0,0,1.104008e-06,1
0,0,0,0,2.3296066e-11,1
0,0,0,1,2.1386055e-09,1
0,0,0,0,1.1314328e-09,1
0,0,0,1,3.8928734e-05,1
0,0,0,0,4.7343687e-07,1
