sex,race,base,target,pred,split
0,0,1,1,1.0,1
0,0,1,1,1.0,1
0,0,0,0,4.396651e-10,1
0,0,0,0,7.941341e-12,2
0,0,1,1,0.9898981,2
0,0,0,0,1.0640978e-05,1
0,0,0,0,2.7739154e-07,1
0,0,0,0,0.99903166,2
0,0,0,0,1.2950161e-09,1
0,0,1,1,1.0,1
0,0,0,0,3.2983297e-12,1
0,0,0,0,5.0561927e-10,1
0,0,1,1,1.0,1
0,0,0,0,1.3322333e-13,2
0,0,0,0,1.0740034e-09,1
0,0,0,0,8.6462116e-08,1
0,0,0,0,3.8344744e-11,1
0,0,0,0,2.8924589e-05,0
0,0,0,0,1.5398275e-05,1
0,0,0,0,7.947507e-06,0
0,0,0,0,3.8517e-15,1
0,0,0,0,3.59751e-17,0
0,0,0,0,2.276538e-09,1
0,0,1,1,1.0,1
0,0,0,0,1.6674669e-05,2
0,0,0,0,4.0010155e-09,1
0,0,1,1,1.0845318e-07,0
0,0,0,0,1.3613086e-12,1
0,0,0,0,0.0005259572,0
0,0,1,1,0.9999814,1
0,0,0,0,7.0791906e-10,2
0,0,1,1,0.9998472,1
0,0,0,0,5.827795e-10,2
0,0,0,0,1.06129595e-14,1
0,0,1,1,0.9999994,1
0,0,0,0,6.522116e-10,1
0,0,1,1,2.7768499e-10,0
0,0,0,0,2.7920401e-13,2
0,0,0,0,1.4699563e-08,1
0,0,0,0,3.118344e-12,2
0,0,0,0,2.738973e-16,2
0,0,0,0,2.78246e-07,1
0,0,1,1,1.0,1
0,0,0,0,6.553037e-11,2
0,0,0,0,1.7033446e-13,1
0,0,1,1,0.9999999,2
0,0,0,0,9.363069e-10,1
0,0,0,0,1.24675e-07,1
0,0,0,0,4.0094586e-12,2
0,0,1,1,0.9999995,1
0,0,0,0,1.1024787e-11,0
0,0,0,0,1.2671251e-13,2
0,0,0,0,3.1400407e-11,1
0,0,0,0,6.488959e-11,0
0,0,0,0,3.4791668e-13,0
0,0,1,1,1.0,1
0,0,1,1,1.0,0
0,0,1,1,0.99999976,1
0,0,0,0,1.4079049e-10,0
0,0,0,0,0.00033129854,2
0,0,1,1,0.99999905,1
0,0,0,0,2.5827027e-13,2
0,0,0,0,6.359999e-09,1
0,0,0,0,5.3677134e-09,1
0,0,0,0,8.3076024e-10,0
0,0,0,0,1.2535469e-07,1
0,0,0,0,9.037675e-09,0
0,0,1,1,0.9999951,0
0,0,0,0,1.6425906e-12,0
0,0,0,0,8.759167e-12,2
0,0,0,0,2.9601286e-13,1
0,0,1,1,0.9999696,1
0,0,0,0,2.4044e-11,1
0,0,0,0,7.5696735e-13,2
0,0,0,0,9.226223e-15,1
0,0,1,1,6.153721e-06,0
0,0,0,0,1.5078931e-11,0
0,0,0,0,3.6399064e-11,0
0,0,1,1,1.0,1
0,0,0,0,5.9243783e-11,1
0,0,0,0,2.1078289e-12,1
0,0,0,0,5.170729e-10,2
0,0,0,0,8.1062865e-11,1
0,0,0,0,1.5208693e-07,0
0,0,0,0,1.7725446e-08,0
0,0,0,0,1.7767127e-10,0
0,0,0,0,3.0485122e-13,1
0,0,0,0,1.3843347e-12,1
0,0,0,0,1.3494493e-10,1
0,0,1,1,0.9999999,1
0,0,0,0,8.8591696e-07,1
0,0,0,0,2.654966e-07,1
0,0,0,0,9.157482e-07,1
0,0,1,1,0.99999845,1
0,0,0,0,2.0662302e-10,2
0,0,0,0,2.3367305e-08,1
0,0,0,0,5.3331556e-10,1
0,0,0,0,9.1065033e-10,1
0,0,0,0,0.99162066,2
0,0,1,1,0.9999764,1
0,0,1,1,1.0,1
0,0,0,0,8.0972673e-10,1
0,0,0,0,2.783477e-11,2
0,0,1,1,0.9999535,2
0,0,1,1,0.0036054272,0
0,0,0,0,1.6954133e-13,2
0,0,0,0,4.0893844e-10,2
0,0,0,0,2.2495467e-10,2
0,0,0,0,1.4082495e-06,0
0,0,0,0,1.0781251e-12,2
0,0,0,0,6.219324e-08,1
0,0,1,1,0.0075766887,0
0,0,1,1,0.9999999,1
0,0,0,0,7.062804e-10,1
0,0,0,0,2.3615383e-09,1
0,0,0,0,6.515477e-10,2
0,0,0,0,2.104891e-13,1
0,0,1,1,2.5276062e-05,2
0,0,0,0,3.6191434e-08,1
0,0,0,0,1.696353e-07,0
0,0,0,0,7.9431886e-16,1
0,0,0,0,2.5152436e-10,0
0,0,0,0,7.4890966e-07,0
0,0,1,1,1.0,1
0,0,0,0,2.6391905e-07,1
0,0,0,0,9.4458816e-11,0
0,0,0,0,5.6193983e-08,1
0,0,1,1,0.9999988,1
0,0,0,0,6.0918666e-09,1
0,0,0,0,6.982168e-15,0
0,0,0,0,6.2498614e-08,1
0,0,1,1,1.0,1
0,0,0,0,1.2048567e-09,0
0,0,0,0,1.5349064e-10,1
0,0,1,1,1.0,2
0,0,0,0,7.431973e-10,1
0,0,0,0,5.9199217e-13,1
0,0,0,0,1.5506166e-10,1
0,0,0,0,3.1499956e-09,1
0,0,0,0,2.452929e-09,0
0,0,0,0,2.4390543e-09,1
0,0,0,0,2.0201653e-13,0
0,0,0,0,9.927523e-15,0
0,0,0,0,5.0076932e-11,1
0,0,0,0,9.402298e-10,1
0,0,1,1,1.0,0
